sample_idx,tier_used,prediction,gold_label,correct,confidence,latency_ms,bytes_sent
0,1,0,0,True,0.9795123338699341,0.8038190001116163,67
1,1,0,0,True,0.9908605813980103,0.6377709999014769,45
2,1,0,0,True,0.9647862315177917,0.5667570001151034,45
3,1,0,0,True,0.9857944250106812,0.6017610000981222,56
4,1,0,0,True,0.9504032731056213,0.5555729999286996,40
5,1,0,0,True,0.9446990489959717,0.59014900011789,57
6,1,0,0,True,0.9341526627540588,0.5572659999870666,57
7,1,0,0,True,0.9844986796379089,0.5927469999278401,61
8,1,0,0,True,0.9732513427734375,0.5914770001709257,66
9,2,0,0,True,0.9897214770317078,2.7706870000656636,84
10,1,0,0,True,0.9900422096252441,0.6834619998699054,54
11,1,0,0,True,0.999640703201294,0.5963270000393095,35
12,1,0,0,True,0.9553412795066833,0.5625620001410425,54
13,1,0,0,True,0.954947829246521,0.597889000118812,67
14,1,0,0,True,0.9014216065406799,0.5996919999233796,72
15,2,0,0,True,0.990196168422699,2.7147710000008374,63
16,2,0,0,True,0.9916213750839233,2.850145999900633,76
17,1,0,0,True,0.9655148983001709,0.6694400001379108,48
18,1,0,0,True,0.9504045844078064,0.565423999887571,65
19,1,0,0,True,0.9645763039588928,0.6012409999129886,49
20,2,0,0,True,0.9903469681739807,2.7642279999327,66
21,1,0,0,True,0.9751269817352295,0.6258050000269577,47
22,1,0,0,True,0.9137310981750488,0.598271999933786,63
23,1,0,0,True,0.9723140001296997,0.5821019999530108,47
24,2,0,0,True,0.9904813170433044,2.705208999941533,53
25,1,0,0,True,0.9976316690444946,0.6687459999739076,43
26,1,0,0,True,0.9637753367424011,0.5894680000437802,47
27,1,0,0,True,0.9970135688781738,0.5672029999459482,38
28,1,0,0,True,0.9470668435096741,0.612133000004178,67
29,1,0,0,True,0.989284098148346,0.5585849999079073,64
30,1,0,0,True,0.969312846660614,0.5940500000178872,82
31,1,0,0,True,0.9659316539764404,0.5512779998753103,46
32,1,0,0,True,0.9816489219665527,0.5814550002014585,50
33,1,0,0,True,0.9918797612190247,0.598894999939148,43
34,1,0,0,True,0.9828267097473145,0.5831010000747483,65
35,1,0,0,True,0.9967101812362671,0.5862880000222503,35
36,1,0,0,True,0.9709157347679138,0.5527359999177861,36
37,1,0,0,True,0.9834942817687988,0.5907730001126765,41
38,1,0,0,True,0.961526095867157,0.5893929999274405,77
39,1,0,0,True,0.9796760082244873,0.5570429998442705,39
40,1,0,0,True,0.9291881918907166,0.590560999853551,69
41,1,0,0,True,0.9684804677963257,0.5500760000813898,27
42,1,0,0,True,0.997552216053009,0.5907629999910569,44
43,1,0,0,True,0.9953946471214294,0.5513169999176171,51
44,1,0,0,True,0.9737679958343506,0.6121989999883226,57
45,1,0,0,True,0.9759257435798645,0.5849740000485326,53
46,1,0,0,True,0.9953115582466125,0.5739829998674395,51
47,1,0,0,True,0.944866955280304,0.6065899999612157,72
48,2,0,0,True,0.9917186498641968,2.714656999842191,40
49,1,0,0,True,0.9899381399154663,0.6303969998953107,65
50,1,0,0,True,0.9063705801963806,0.6160279999676277,83
51,1,0,0,True,0.9975298047065735,0.5533369999284332,37
52,1,0,0,True,0.9927420616149902,0.5891160001283424,50
53,1,0,0,True,0.9842618703842163,0.5825600001116982,44
54,2,0,0,True,0.9909952282905579,2.7081669998096913,52
55,1,0,0,True,0.9769256114959717,0.6542769999668963,53
56,1,0,0,True,0.9813967943191528,0.5816120001327363,40
57,2,0,0,True,0.9919044375419617,2.7578790000006848,93
58,1,0,0,True,0.9186328649520874,0.6536610001148802,46
59,2,0,0,True,0.9903665781021118,2.6924769999823184,42
60,1,0,0,True,0.9671364426612854,0.6503049999082577,49
61,1,0,0,True,0.9729858636856079,0.6047020001460623,53
62,1,0,0,True,0.9314594268798828,0.5630800001199532,59
63,1,0,0,True,0.9954196214675903,0.5913719999171008,51
64,1,0,0,True,0.9976181387901306,0.579838000021482,42
65,1,0,0,True,0.9933069348335266,0.546292000080939,39
66,1,0,0,True,0.9924589991569519,0.5823870001222531,46
67,1,0,0,True,0.9515122771263123,0.5508360000021639,47
68,2,0,0,True,0.9908328652381897,2.7683710000019346,109
69,1,0,0,True,0.9944530129432678,0.6709829999635986,56
70,1,0,0,True,0.9808501601219177,0.5604149998816865,44
71,1,0,0,True,0.9994590878486633,0.5998780000027182,47
72,1,0,0,True,0.9772959351539612,0.5895300000702264,66
73,1,0,0,True,0.977940022945404,0.5661280001731939,65
74,1,0,0,True,0.935432493686676,0.5947250001554494,66
75,1,0,0,True,0.9668790698051453,0.5481860000600136,27
76,1,0,0,True,0.9855741858482361,0.5883119999907649,43
77,1,0,0,True,0.9999818801879883,0.5476520000229357,37
78,1,0,0,True,0.9953052997589111,0.5813860000216664,45
79,1,0,0,True,0.961927056312561,0.5749520000790653,44
80,1,0,0,True,0.9867653250694275,0.5595650000032037,59
81,1,0,0,True,0.9100911617279053,0.5834559999584599,46
82,1,0,0,True,0.9961015582084656,0.5490290000125242,47
83,1,0,0,True,0.9471416473388672,0.6084699998609722,68
84,1,0,0,True,0.9918749928474426,0.5741569998463092,47
85,1,0,0,True,0.9735013842582703,0.5903510000280221,65
86,1,0,0,True,0.9997978806495667,0.5831130001752172,45
87,1,0,0,True,0.9628773927688599,0.5540199999813922,70
88,1,0,0,True,0.9967411160469055,0.5807930001537898,37
89,1,0,0,True,0.9715258479118347,0.5601709999609739,43
90,1,0,0,True,0.9979423880577087,0.5835140000272077,56
91,1,0,0,True,0.9900339245796204,0.5814869998630456,39
92,1,0,0,True,0.9925529360771179,0.5789589999949385,52
93,2,0,0,True,0.9920470714569092,2.720373999864023,44
94,1,0,0,True,0.9845641851425171,0.6432489999497193,28
95,1,0,0,True,0.9747673869132996,0.5657799999880808,55
96,1,0,0,True,0.9922122359275818,0.5834020000747842,41
97,1,0,0,True,0.98854660987854,0.5541159998756484,56
98,1,0,0,True,0.9784224033355713,0.5834800001593976,47
99,1,0,0,True,0.997191846370697,0.551841000060449,39
100,1,1,1,True,0.9986655712127686,0.5965099999230006,38
101,1,1,1,True,0.9893593192100525,0.5762910000157717,51
102,1,1,1,True,0.9781511425971985,0.5655300001308206,94
103,1,1,1,True,0.983150064945221,0.5821570000534848,36
104,1,1,1,True,0.9886958003044128,0.5565349999869795,65
105,1,1,1,True,0.9810563325881958,0.5920440000863891,53
106,2,1,1,True,0.9882990121841431,2.7140999998209736,54
107,1,1,1,True,0.9836385846138,0.6250910000744625,93
108,1,1,1,True,0.9841358661651611,0.600527999949918,32
109,1,1,1,True,0.9617855548858643,0.5560310000873869,64
110,1,1,1,True,0.9572871923446655,0.5823520000376448,41
111,1,1,1,True,0.9926426410675049,0.5842690000008588,55
112,1,1,1,True,0.9351006150245667,0.5516780001926236,33
113,1,1,1,True,0.9919869899749756,0.5821539998578373,54
114,1,1,1,True,0.9914489388465881,0.5530359999283974,49
115,1,1,1,True,0.9765616655349731,0.5818160000217176,33
116,1,1,1,True,0.982830286026001,0.5817769999794109,57
117,1,1,1,True,0.9832128882408142,0.5635489999349375,62
118,2,1,1,True,0.9893681406974792,2.7325040000505396,53
119,1,1,1,True,0.9821062088012695,0.6184219998885965,53
120,1,1,1,True,0.9980990290641785,0.5912189999435213,38
121,2,1,1,True,0.9908390641212463,2.7466719998301414,75
122,2,1,1,True,0.9879403114318848,2.7831120000882947,80
123,1,1,1,True,0.9983347058296204,0.6236550000267016,55
124,1,1,1,True,0.9878688454627991,0.6056130000615667,39
125,1,1,1,True,0.9672163128852844,0.5540800000289892,26
126,1,1,1,True,0.9180739521980286,0.5988169998545345,80
127,1,1,1,True,0.9695556163787842,0.5921570000282372,72
128,1,1,1,True,0.98751300573349,0.5702480000309151,50
129,1,1,1,True,0.9933603405952454,0.588020999884975,52
130,2,1,1,True,0.9908003211021423,2.7598080000643677,49
131,1,1,1,True,0.9953169822692871,0.6248500001220236,54
132,1,1,1,True,0.9952121376991272,0.591164999832472,15
133,1,1,1,True,0.9987327456474304,0.5613310001990612,64
134,1,1,1,True,0.9945945739746094,0.5870729999060131,44
135,1,1,1,True,0.9387943148612976,0.5502510000496841,45
136,1,1,1,True,0.9360544085502625,0.5895249998957297,61
137,1,1,1,True,0.9908167123794556,0.594695000017964,44
138,1,1,1,True,0.9984288811683655,0.5575919999500911,46
139,1,1,1,True,0.9804742336273193,0.5977830001029361,82
140,1,1,1,True,0.9977775812149048,0.5493110002134927,40
141,1,1,1,True,0.9747495651245117,0.5807949999052653,49
142,1,1,1,True,0.913047194480896,0.5885680000119464,62
143,1,1,1,True,0.9144873023033142,0.5610539999452158,59
144,1,1,1,True,0.9967787861824036,0.606216000051063,70
145,1,1,1,True,0.9358901977539062,0.5512569998700201,34
146,2,1,1,True,0.9871925115585327,2.76481000014428,47
147,1,1,1,True,0.9374011754989624,0.6641589998253039,63
148,1,1,1,True,0.9994211196899414,0.5651330000091548,60
149,1,1,1,True,0.9929068684577942,0.5871240000487887,42
150,1,1,1,True,0.9566681981086731,0.5583419999766193,55
151,2,1,1,True,0.9908112287521362,2.7487879999625875,66
152,1,1,1,True,0.9944326281547546,0.6562050000411546,53
153,1,1,1,True,0.9721683263778687,0.5934440000601171,69
154,1,1,1,True,0.9885731935501099,0.5763550000210671,62
155,1,1,1,True,0.9082242250442505,0.6089649998557434,49
156,1,1,1,True,0.9953814744949341,0.5632259999401867,71
157,1,1,1,True,0.9856562614440918,0.5932270000812423,93
158,1,1,1,True,0.9940432906150818,0.5539370001770294,41
159,1,1,1,True,0.9993162155151367,0.5876249999801075,69
160,1,1,1,True,0.9935160875320435,0.5791130001853162,44
161,2,1,1,True,0.9911508560180664,2.732794999928956,31
162,1,1,1,True,0.9050074219703674,0.6540589999985968,42
163,2,1,1,True,0.9904884099960327,2.7823210000406107,60
164,2,1,1,True,0.9913143515586853,2.776281000024028,63
165,1,1,1,True,0.9928633570671082,0.620993999973507,56
166,1,1,1,True,0.9295008182525635,0.6039609997969819,73
167,1,1,1,True,0.9881159067153931,0.5771470000581758,106
168,1,1,1,True,0.9823212623596191,0.6006559999605088,84
169,1,1,1,True,0.9638652205467224,0.5888759999379545,51
170,1,1,1,True,0.995010495185852,0.5719959999623825,81
171,1,1,1,True,0.9968070983886719,0.5925369998749375,66
172,1,1,1,True,0.990270733833313,0.5549799998334493,66
173,1,1,1,True,0.9982706904411316,0.5857159999322903,50
174,1,1,1,True,0.977430522441864,0.5965240000023186,97
175,1,1,1,True,0.9086983799934387,0.5656609998823114,74
176,1,1,1,True,0.9979615211486816,0.5916860000070301,43
177,2,1,1,True,0.9802315831184387,2.793925999867497,75
178,1,1,1,True,0.9863224029541016,0.6342700000914192,88
179,1,1,1,True,0.9905825853347778,0.62529199999517,56
180,1,1,1,True,0.913256049156189,0.5681659999936528,96
181,1,1,1,True,0.9521469473838806,0.5949849999069556,70
182,1,1,1,True,0.9536723494529724,0.5990429999656044,82
183,1,1,1,True,0.9835154414176941,0.5660239999087935,27
184,1,1,1,True,0.9871118664741516,0.6051289999504661,71
185,1,1,1,True,0.9948143362998962,0.5587109999396489,71
186,2,1,1,True,0.9867857098579407,2.811548999943625,43
187,1,1,1,True,0.9774617552757263,0.6641310001214151,60
188,1,1,1,True,0.9951011538505554,0.565498000014486,58
189,1,1,1,True,0.9940952658653259,0.5984329998227622,66
190,1,1,1,True,0.9688000082969666,0.591568000118059,79
191,1,1,1,True,0.98876953125,0.5564519999552431,44
192,1,1,1,True,0.9987418055534363,0.5882039999960398,27
193,1,1,1,True,0.9512145519256592,0.5609439999716415,82
194,1,1,1,True,0.959638237953186,0.5903060000491678,23
195,1,1,1,True,0.9155888557434082,0.5562920000556915,66
196,1,1,1,True,0.9946722388267517,0.6111039999723289,75
197,1,1,1,True,0.977042555809021,0.6001179999657325,79
198,1,1,1,True,0.9923797845840454,0.5654910000885138,79
199,2,1,1,True,0.988690197467804,2.767039999980625,55
200,1,2,2,True,0.9976550340652466,0.6770490001599683,43
201,1,2,2,True,0.9833652377128601,0.5659650000779948,50
202,1,2,2,True,0.9991940855979919,0.5942140001025109,41
203,2,2,2,True,0.9914268255233765,2.711019000116721,27
204,1,2,2,True,0.9904639720916748,0.6330500000331085,67
205,2,2,2,True,0.9912563562393188,2.7372509998713213,29
206,1,2,2,True,0.9835003614425659,0.6751050000275427,24
207,1,2,2,True,0.9975481629371643,0.5634280000776926,44
208,1,2,2,True,0.9815537929534912,0.6025130001034995,60
209,2,2,2,True,0.9887685775756836,2.7274130000023433,31
210,1,2,2,True,0.9920111894607544,0.6255449998207041,37
211,2,2,2,True,0.9899223446846008,2.782416000172816,61
212,2,2,2,True,0.9919494390487671,2.8511499999694934,66
213,1,2,2,True,0.9974929094314575,0.62362500011659,43
214,1,2,2,True,0.9026133418083191,0.5782579999049631,77
215,1,2,2,True,0.9004274010658264,0.6129339999461081,50
216,2,2,2,True,0.9918447136878967,2.685988000166617,32
217,1,2,2,True,0.9364588260650635,0.6622589999096817,52
218,1,2,2,True,0.9805229306221008,0.6150479998723313,106
219,1,2,2,True,0.9884065389633179,0.5634829999507929,50
220,1,2,2,True,0.9664537906646729,0.6081750000248576,62
221,1,2,2,True,0.9293280839920044,0.5610140001408581,83
222,1,2,2,True,0.9634764790534973,0.5922520001604425,45
223,1,2,2,True,0.9893288016319275,0.5853379998370656,45
224,1,2,2,True,0.9991631507873535,0.5585160001828626,41
225,1,2,2,True,0.9959844350814819,0.6073459999242914,57
226,1,2,2,True,0.9984368681907654,0.5531730000711832,33
227,2,2,2,True,0.9906120896339417,3.0419490001349914,75
228,1,2,2,True,0.9183180928230286,0.7015219998720568,93
229,1,2,2,True,0.9607259035110474,0.6014580001192371,59
230,1,2,2,True,0.99872225522995,0.5563839999922493,29
231,1,2,2,True,0.9904823899269104,0.588508999953774,50
232,2,2,2,True,0.991737425327301,2.7487709999149956,67
233,1,2,2,True,0.9641489386558533,0.5974470000182919,70
234,1,2,2,True,0.9578664898872375,0.5887469999379391,29
235,2,2,2,True,0.8286278247833252,2.700405000041428,22
236,1,2,2,True,0.9720779657363892,0.6326220000119065,75
237,1,2,2,True,0.9948659539222717,0.59560199997577,41
238,1,2,2,True,0.9987370371818542,0.5522750000181986,33
239,1,2,2,True,0.9994689226150513,0.5869219999112829,45
240,1,2,2,True,0.9993125796318054,0.5834979999690404,46
241,1,2,2,True,0.9769569635391235,0.5617429999347223,52
242,1,2,2,True,0.9965437054634094,0.5900569999539584,40
243,1,2,2,True,0.9954200387001038,0.5544650000501861,34
244,1,2,2,True,0.9949126243591309,0.5899309999222169,48
245,1,2,2,True,0.9028284549713135,0.5639170001359162,49
246,1,2,2,True,0.9964268803596497,0.5818149998049194,24
247,1,2,2,True,0.9923707246780396,0.5842720001965063,53
248,1,2,2,True,0.9960777163505554,0.5546590000449214,43
249,1,2,2,True,0.9755433201789856,0.5813529999159073,40
250,1,2,2,True,0.9948986172676086,0.5518230000234325,36
251,1,2,2,True,0.9961363673210144,0.5964049998965493,69
252,1,2,2,True,0.918937623500824,0.5927820000124484,80
253,2,2,2,True,0.9918787479400635,2.703813999914928,77
254,1,2,2,True,0.969974935054779,0.6550440000410163,58
255,1,2,2,True,0.9914998412132263,0.5588659998920775,44
256,1,2,2,True,0.9819127321243286,0.6034680000084336,78
257,1,2,2,True,0.9908539056777954,0.5966740000076243,82
258,1,2,2,True,0.9258772134780884,0.567270999908942,63
259,2,2,2,True,0.9918535351753235,2.7417769999829034,68
260,1,2,2,True,0.9470410943031311,0.6633269999838376,54
261,1,2,2,True,0.9368390440940857,0.5658830000356829,62
262,1,2,2,True,0.996381402015686,0.5866189999323979,42
263,1,2,2,True,0.9165079593658447,0.556483000082153,63
264,1,2,2,True,0.9616804718971252,0.5972960000235616,45
265,1,2,2,True,0.9699088931083679,0.5848719999903551,64
266,1,2,2,True,0.9845619797706604,0.5552899999656802,43
267,2,2,2,True,0.9907091856002808,2.751646999968216,63
268,1,2,2,True,0.9914215803146362,0.6570990001364407,64
269,1,2,2,True,0.957945704460144,0.5687780001153442,76
270,1,2,2,True,0.9027444124221802,0.5905399998482608,58
271,1,2,2,True,0.984809935092926,0.5651730000408861,51
272,2,2,2,True,0.9918236136436462,2.6969579998876725,35
273,1,2,2,True,0.986834704875946,0.6616450000365148,70
274,1,2,2,True,0.9383779764175415,0.5596409998815943,38
275,2,2,2,True,0.9912642240524292,2.7145809999638004,35
276,2,2,2,True,0.9918781518936157,2.8364070001316577,78
277,1,2,2,True,0.9994626641273499,0.6201199998940865,55
278,2,2,2,True,0.9886139631271362,2.7669260000493523,75
279,1,2,2,True,0.9896931052207947,0.6450829998811969,30
280,1,2,2,True,0.9633640646934509,0.5616580001515104,51
281,1,2,2,True,0.9752766489982605,0.5877549999695475,47
282,1,2,2,True,0.9656888842582703,0.5839010000272538,53
283,1,2,2,True,0.9667366147041321,0.5572439999923517,38
284,2,2,2,True,0.9910364151000977,2.709976000005554,35
285,1,2,2,True,0.9605837464332581,0.6535069999245025,81
286,1,2,2,True,0.9303205013275146,0.5639710000195919,32
287,2,2,2,True,0.9906170964241028,2.7032059999783087,51
288,1,2,2,True,0.992067277431488,0.6219850001798477,77
289,1,2,2,True,0.9122968912124634,0.5906960000174877,33
290,1,2,2,True,0.956733763217926,0.5890310001177568,62
291,1,2,2,True,0.9987370371818542,0.5485860001499532,33
292,1,2,2,True,0.9782673716545105,0.5838310000854108,43
293,1,2,2,True,0.9446625709533691,0.5540150000342692,57
294,1,2,2,True,0.9700174927711487,0.5926500000441592,49
295,1,2,2,True,0.9955332279205322,0.6021299998337781,70
296,1,2,2,True,0.9954971075057983,0.5650400000831723,27
297,1,2,2,True,0.978203296661377,0.5941500000972155,51
298,3,5,2,False,1.0,144.72447100001773,24
299,1,2,2,True,0.999344527721405,0.9351909998258634,45
300,2,3,3,True,0.8809546828269958,3.2161789999918255,47
301,2,3,3,True,0.9887256026268005,2.9492580001715396,36
302,1,3,3,True,0.9535065293312073,0.6375170000865182,50
303,1,3,3,True,0.9866169691085815,0.602420999939568,30
304,1,3,3,True,0.9519683718681335,0.5754209998940496,76
305,1,3,3,True,0.9969704151153564,0.5936269999438082,26
306,2,3,3,True,0.9846774339675903,2.8122239998538134,41
307,1,3,3,True,0.9313574433326721,0.6525759999931324,26
308,1,3,3,True,0.9970231652259827,0.5720310000469908,32
309,1,3,3,True,0.9760298132896423,0.5981120000342344,47
310,2,3,3,True,0.9801841378211975,2.823583999997936,39
311,1,3,3,True,0.9679027795791626,0.6330720000278234,23
312,1,3,3,True,0.9802244305610657,0.6186150001212809,65
313,1,3,3,True,0.9850476980209351,0.5602310000085708,39
314,1,3,3,True,0.9804196953773499,0.5911949999699573,50
315,1,3,3,True,0.9886232614517212,0.5854969999745663,28
316,1,3,3,True,0.9045895934104919,0.5725360001633817,65
317,2,3,3,True,0.9872832298278809,2.7643010000701906,44
318,1,3,3,True,0.9952133297920227,0.6534650001412956,23
319,2,3,3,True,0.985471785068512,2.7011739998670237,23
320,2,3,3,True,0.9876212477684021,2.8291600001466577,45
321,1,3,3,True,0.9929146766662598,0.7979649999469984,26
322,1,3,3,True,0.9894718527793884,0.7058179999148706,40
323,2,3,3,True,0.9458369612693787,2.759791000016776,40
324,2,3,3,True,0.986190915107727,2.815842000018165,35
325,1,3,3,True,0.9080207347869873,0.6573919999937061,26
326,1,3,3,True,0.9908734560012817,0.5721459999676881,60
327,2,3,3,True,0.9712978601455688,2.7659249999487656,26
328,1,3,3,True,0.9824031591415405,0.6667960001323081,58
329,2,3,3,True,0.9646637439727783,2.709598000137703,15
330,1,3,3,True,0.9991846680641174,0.6335140001283435,33
331,2,3,3,True,0.9882247447967529,2.734394000071916,27
332,1,3,3,True,0.9829391241073608,0.6635429999732878,65
333,2,3,3,True,0.9699731469154358,2.7670140000282117,36
334,1,3,3,True,0.9696387648582458,0.6580790000043635,19
335,2,3,3,True,0.9218187928199768,2.733018000071752,22
336,1,3,3,True,0.9965332746505737,0.6369859997903404,23
337,1,3,3,True,0.9531493186950684,0.5835330000536487,43
338,1,3,3,True,0.9660793542861938,0.6241329999738809,57
339,1,3,3,True,0.9970999956130981,0.5631139999877632,36
340,1,3,3,True,0.994448184967041,0.5893190000278992,39
341,1,3,3,True,0.9879371523857117,0.553772999865032,45
342,1,3,3,True,0.9040940403938293,0.5952100000286009,33
343,1,3,3,True,0.9662385582923889,0.5891599998903985,61
344,2,3,3,True,0.9875962734222412,2.7339840000877302,46
345,3,5,3,False,1.0,145.39660500008722,25
346,2,3,3,True,0.9875039458274841,3.7481550000393327,36
347,3,6,3,False,1.0,200.49483200000395,30
