sample_idx,tier_used,prediction,gold_label,correct,confidence,latency_ms,bytes_sent
0,1,0,0,True,0.9795123338699341,0.8800329999303358,67
1,1,0,0,True,0.9908605813980103,0.6235719999949652,45
2,1,0,0,True,0.9647862315177917,0.6132029998298094,45
3,1,0,0,True,0.9857944250106812,0.5731230000947107,56
4,1,0,0,True,0.9504032731056213,0.6282039998950495,40
5,1,0,0,True,0.9446990489959717,0.5914949999805685,57
6,1,0,0,True,0.9341526627540588,0.5757900000844529,57
7,1,0,0,True,0.9844986796379089,0.5931329999384616,61
8,1,0,0,True,0.9732513427734375,0.5661830000462942,66
9,2,0,0,True,0.9897214770317078,2.966635999882783,84
10,1,0,0,True,0.9900422096252441,0.7039370000256895,54
11,1,0,0,True,0.999640703201294,0.5892460001177824,35
12,1,0,0,True,0.9553412795066833,0.5775019999418873,54
13,1,0,0,True,0.954947829246521,0.602057000151035,67
14,1,0,0,True,0.9014216065406799,0.5710679999992863,72
15,2,0,0,True,0.990196168422699,2.936089000058928,63
16,2,0,0,True,0.9916213750839233,2.9854749998321495,76
17,1,0,0,True,0.9655148983001709,0.6974890000037703,48
18,1,0,0,True,0.9504045844078064,0.6126319999566476,65
19,1,0,0,True,0.9645763039588928,0.5842460000167193,49
20,2,0,0,True,0.9903469681739807,2.912014999992607,66
21,1,0,0,True,0.9751269817352295,0.6779780001124891,47
22,1,0,0,True,0.9137310981750488,0.5738130000736419,63
23,1,0,0,True,0.9723140001296997,0.6376159999490483,47
24,2,0,0,True,0.9904813170433044,2.913153000008606,53
25,1,0,0,True,0.9976316690444946,0.6858269998701871,43
26,1,0,0,True,0.9637753367424011,0.5896069999380416,47
27,1,0,0,True,0.9970135688781738,0.6251610000163055,38
28,1,0,0,True,0.9470668435096741,0.618146000078923,67
29,1,0,0,True,0.989284098148346,0.5945469999915076,64
30,1,0,0,True,0.969312846660614,0.8195159998649615,82
31,1,0,0,True,0.9659316539764404,0.6721470001593843,46
32,1,0,0,True,0.9816489219665527,0.5821110000852059,50
33,1,0,0,True,0.9918797612190247,0.638552000054915,43
34,1,0,0,True,0.9828267097473145,0.6740549999904033,65
35,1,0,0,True,0.9967101812362671,0.6324890000541927,35
36,1,0,0,True,0.9709157347679138,0.6152630000997306,36
37,1,0,0,True,0.9834942817687988,0.5532909999601543,41
38,1,0,0,True,0.961526095867157,0.6334779998269369,77
39,1,0,0,True,0.9796760082244873,0.5818330000693095,39
40,1,0,0,True,0.9291881918907166,0.5665189999035647,69
41,1,0,0,True,0.9684804677963257,0.586457000053997,27
42,1,0,0,True,0.997552216053009,0.5553099999815458,44
43,1,0,0,True,0.9953946471214294,0.6013710001298023,51
44,1,0,0,True,0.9737679958343506,0.6057349999082362,57
45,1,0,0,True,0.9759257435798645,0.5585269998391595,53
46,1,0,0,True,0.9953115582466125,0.6301359999270062,51
47,1,0,0,True,0.944866955280304,0.5814290000216715,72
48,2,0,0,True,0.9917186498641968,2.955087999907846,40
49,1,0,0,True,0.9899381399154663,0.6992180001361703,65
50,1,0,0,True,0.9063705801963806,0.5976970001029258,83
51,1,0,0,True,0.9975298047065735,0.5630059999930381,37
52,1,0,0,True,0.9927420616149902,0.6086410000989417,50
53,1,0,0,True,0.9842618703842163,0.551343000097404,44
54,2,0,0,True,0.9909952282905579,2.8399999998782732,52
55,1,0,0,True,0.9769256114959717,0.6595439999728114,53
56,1,0,0,True,0.9813967943191528,0.5692479999197531,40
