sample_idx,tier_used,prediction,gold_label,correct,confidence,latency_ms,bytes_sent
0,3,5,0,False,1.0,151.63335900001584,67
1,3,0,0,True,1.0,148.68535200002952,45
2,3,0,0,True,1.0,144.4521270000223,45
3,3,0,0,True,1.0,141.83710599991173,56
4,3,0,0,True,1.0,141.02031800007353,40
5,3,5,0,False,1.0,138.9898910001648,57
6,3,0,0,True,1.0,141.69262199993682,57
7,3,0,0,True,1.0,141.88470199997028,61
8,3,0,0,True,1.0,141.37125299998843,66
9,3,5,0,False,1.0,140.1608450000822,84
10,3,5,0,False,1.0,143.1849959999454,54
11,3,0,0,True,1.0,140.32004999990022,35
12,3,0,0,True,1.0,139.2360429999826,54
13,3,5,0,False,1.0,139.01110300002983,67
14,3,0,0,True,1.0,140.8818589998191,72
15,3,5,0,False,1.0,143.24478899993665,63
16,3,5,0,False,1.0,145.80217299999276,76
17,3,0,0,True,1.0,143.83067799985838,48
18,3,0,0,True,1.0,163.6650609998469,65
19,3,0,0,True,1.0,144.27122100005363,49
20,3,5,0,False,1.0,144.399083000053,66
21,3,0,0,True,1.0,145.423565000101,47
22,3,0,0,True,1.0,145.15570200001093,63
23,3,0,0,True,1.0,142.75988700001108,47
24,3,5,0,False,1.0,144.56590400004643,53
25,3,0,0,True,1.0,140.67963000002237,43
26,3,0,0,True,1.0,141.57343799979571,47
27,3,0,0,True,1.0,140.48652299993591,38
28,3,0,0,True,1.0,143.23999699990964,67
29,3,0,0,True,1.0,142.42517799993948,64
30,3,5,0,False,1.0,145.74241300010726,82
31,3,0,0,True,1.0,141.79712800000743,46
32,3,0,0,True,1.0,143.53975400013042,50
33,3,0,0,True,1.0,141.5034060000835,43
34,3,5,0,False,1.0,144.89090500001112,65
35,3,0,0,True,1.0,143.0608250000205,35
36,3,5,0,False,1.0,140.6766319998951,36
37,3,0,0,True,1.0,141.95963999986816,41
38,3,5,0,False,1.0,146.14918999996007,77
39,3,0,0,True,1.0,143.17755899992335,39
40,3,5,0,False,1.0,141.1080809998566,69
41,3,0,0,True,1.0,139.1098100000363,27
42,3,0,0,True,1.0,140.2587229999881,44
43,3,0,0,True,1.0,138.93946299981508,51
44,3,0,0,True,1.0,141.78036800012705,57
45,3,0,0,True,1.0,140.07346300013523,53
46,3,5,0,False,1.0,142.8765680000197,51
47,3,0,0,True,1.0,144.93408399994223,72
48,3,5,0,False,1.0,147.26091300008193,40
49,3,0,0,True,1.0,146.41892999998163,65
50,3,5,0,False,1.0,144.29491700002472,83
51,3,5,0,False,1.0,139.76214600006642,37
52,3,0,0,True,1.0,144.0912620000745,50
53,3,0,0,True,1.0,139.62978400013526,44
54,3,5,0,False,1.0,141.94912800007842,52
55,3,0,0,True,1.0,146.20425899988732,53
56,3,0,0,True,1.0,143.6231529999077,40
57,3,0,0,True,1.0,145.0761120001971,93
58,3,5,0,False,1.0,143.3589949999714,46
59,3,5,0,False,1.0,140.0416450001103,42
60,3,0,0,True,1.0,139.88753799981168,49
61,3,0,0,True,1.0,139.32498400004079,53
62,3,0,0,True,1.0,142.5824200000534,59
63,3,0,0,True,1.0,144.36638300003324,51
64,3,5,0,False,1.0,143.66925600006653,42
65,3,5,0,False,1.0,140.0961690001168,39
66,3,5,0,False,1.0,143.98419999997714,46
67,3,5,0,False,1.0,141.023468999947,47
68,3,5,0,False,1.0,142.91443599995546,109
69,3,0,0,True,1.0,143.88888000007682,56
70,3,0,0,True,1.0,148.05988299985984,44
71,3,0,0,True,1.0,146.0477630000696,47
72,3,5,0,False,1.0,147.61031100010769,66
73,3,0,0,True,1.0,142.14737700012847,65
74,3,5,0,False,1.0,139.96966400009114,66
75,3,0,0,True,1.0,136.8947030000527,27
76,3,0,0,True,1.0,136.6058140001769,43
