sample_idx,tier_used,prediction,gold_label,correct,confidence,latency_ms,bytes_sent
0,1,0,0,True,0.9795123338699341,0.8490520001487312,67
1,1,0,0,True,0.9908605813980103,0.6331679999220796,45
2,1,0,0,True,0.9647862315177917,0.638557000002038,45
3,1,0,0,True,0.9857944250106812,0.6089280000196595,56
4,1,0,0,True,0.9504032731056213,0.5848759999480535,40
5,1,0,0,True,0.9446990489959717,0.5626510001093266,57
6,1,0,0,True,0.9341526627540588,0.5868120001650823,57
7,1,0,0,True,0.9844986796379089,0.5507680000391701,61
8,1,0,0,True,0.9732513427734375,0.5841400000008434,66
9,2,0,0,True,0.9897214770317078,2.8439410000373755,84
10,1,0,0,True,0.9900422096252441,0.6468809999660152,54
11,1,0,0,True,0.999640703201294,0.5879059999642777,35
12,1,0,0,True,0.9553412795066833,0.5818089998683718,54
13,1,0,0,True,0.954947829246521,0.5608720000509493,67
14,1,0,0,True,0.9014216065406799,0.5894430000807915,72
15,1,0,0,True,0.8638902902603149,0.5543360000501707,63
16,2,0,0,True,0.9916213750839233,2.857384999970236,76
17,1,0,0,True,0.9655148983001709,0.6681449999632605,48
18,1,0,0,True,0.9504045844078064,0.5622930000299675,65
19,1,0,0,True,0.9645763039588928,0.5907899999328947,49
20,1,0,0,True,0.8337666988372803,0.5943379999280296,66
21,1,0,0,True,0.9751269817352295,0.5541089999496762,47
22,1,0,0,True,0.9137310981750488,0.6025580000823538,63
23,1,0,0,True,0.9723140001296997,0.553505000198129,47
24,1,0,0,True,0.8932243585586548,0.5881130000489065,53
25,1,0,0,True,0.9976316690444946,0.5473109999911685,43
26,1,0,0,True,0.9637753367424011,0.5825150001328439,47
27,1,0,0,True,0.9970135688781738,0.573776999999609,38
28,1,0,0,True,0.9470668435096741,0.5832770000324672,67
29,1,0,0,True,0.989284098148346,0.6072999999560125,64
30,1,0,0,True,0.969312846660614,0.5567939999764349,82
31,1,0,0,True,0.9659316539764404,0.5868050000117364,46
32,1,0,0,True,0.9816489219665527,0.5769660001533339,50
33,1,0,0,True,0.9918797612190247,0.5519930000446038,43
34,1,0,0,True,0.9828267097473145,0.6041369999820745,65
35,1,0,0,True,0.9967101812362671,0.5494039999121014,35
36,1,0,0,True,0.9709157347679138,0.5773629998202523,36
37,1,0,0,True,0.9834942817687988,0.5604430000403227,41
38,1,0,0,True,0.961526095867157,0.5912120000175491,77
39,1,0,0,True,0.9796760082244873,0.5910290001338581,39
40,1,0,0,True,0.9291881918907166,0.5732609999995475,69
41,1,0,0,True,0.9684804677963257,0.5886779999855207,27
42,1,0,0,True,0.997552216053009,0.5794159999368276,44
43,1,0,0,True,0.9953946471214294,0.5930029999490216,51
44,1,0,0,True,0.9737679958343506,0.6151919999410893,57
45,1,0,0,True,0.9759257435798645,0.5628369999612914,53
46,1,0,0,True,0.9953115582466125,0.6013899999288697,51
47,1,0,0,True,0.944866955280304,0.5732629999783967,72
48,2,0,0,True,0.9917186498641968,2.905172000055245,40
49,1,0,0,True,0.9899381399154663,0.6593999999040534,65
50,1,0,0,True,0.9063705801963806,0.6025870000030409,83
51,1,0,0,True,0.9975298047065735,0.5572290001509828,37
52,1,0,0,True,0.9927420616149902,0.5901059998905112,50
53,1,0,0,True,0.9842618703842163,0.5490579999332112,44
54,2,0,0,True,0.9909952282905579,2.8524650001600094,52
55,1,0,0,True,0.9769256114959717,0.6657410001480457,53
