sample_idx,tier_used,prediction,gold_label,correct,confidence,latency_ms,bytes_sent
0,1,0,0,True,0.9795123338699341,1.657031999911851,67
1,1,0,0,True,0.9908605813980103,0.7428660001096432,45
2,1,0,0,True,0.9647862315177917,0.5827850000059698,45
3,1,0,0,True,0.9857944250106812,0.607411000146385,56
4,1,0,0,True,0.9504032731056213,0.56129399990823,40
5,1,0,0,True,0.9446990489959717,0.6021370002144977,57
6,1,0,0,True,0.9341526627540588,0.6006979999710893,57
7,1,0,0,True,0.9844986796379089,0.5642450000777899,61
8,1,0,0,True,0.9732513427734375,0.5977100001928193,66
9,2,0,0,True,0.9897214770317078,4.009609999911845,84
10,1,0,0,True,0.9900422096252441,0.6606849999570841,54
11,1,0,0,True,0.999640703201294,0.5740980000155105,35
12,1,0,0,True,0.9553412795066833,0.6001900001137983,54
13,1,0,0,True,0.954947829246521,0.5667110001468245,67
14,1,0,0,True,0.9014216065406799,0.6032969999978377,72
15,1,0,0,True,0.8638902902603149,0.5579060000400204,63
16,1,0,0,True,0.7256543040275574,0.6213110000317101,76
17,1,0,0,True,0.9655148983001709,0.591428999996424,48
18,1,0,0,True,0.9504045844078064,0.5595590000666562,65
19,1,0,0,True,0.9645763039588928,0.5864110000857181,49
20,1,0,0,True,0.8337666988372803,0.5589120000877301,66
21,1,0,0,True,0.9751269817352295,0.58473000012782,47
22,1,0,0,True,0.9137310981750488,0.5844439999691531,63
23,1,0,0,True,0.9723140001296997,0.5614249998870946,47
24,1,0,0,True,0.8932243585586548,0.5883419999008765,53
25,1,0,0,True,0.9976316690444946,0.554311000087182,43
26,1,0,0,True,0.9637753367424011,0.6037939999714581,47
27,1,0,0,True,0.9970135688781738,0.577921000058268,38
28,1,0,0,True,0.9470668435096741,0.5842680000114342,67
29,1,0,0,True,0.989284098148346,0.5900139999539533,64
30,1,0,0,True,0.969312846660614,0.5631609999454668,82
31,1,0,0,True,0.9659316539764404,0.6189719999838417,46
32,1,0,0,True,0.9816489219665527,0.5685999999514024,50
33,1,0,0,True,0.9918797612190247,0.5872629999430501,43
34,1,0,0,True,0.9828267097473145,0.6080509999719652,65
35,1,0,0,True,0.9967101812362671,0.5511460001343949,35
36,1,0,0,True,0.9709157347679138,0.5850809998264594,36
37,1,0,0,True,0.9834942817687988,0.5527559999336518,41
38,1,0,0,True,0.961526095867157,0.5960070000128326,77
39,1,0,0,True,0.9796760082244873,0.5791880000742822,39
40,1,0,0,True,0.9291881918907166,0.5634340000142402,69
41,1,0,0,True,0.9684804677963257,0.5854680000538792,27
42,1,0,0,True,0.997552216053009,0.5559890000768064,44
43,1,0,0,True,0.9953946471214294,0.5850909999480791,51
44,1,0,0,True,0.9737679958343506,0.5750880000050529,57
45,1,0,0,True,0.9759257435798645,0.5876070001704647,53
46,1,0,0,True,0.9953115582466125,0.602420999939568,51
47,1,0,0,True,0.944866955280304,0.575410000010379,72
48,2,0,0,True,0.9917186498641968,3.083558000071207,40
49,1,0,0,True,0.9899381399154663,0.6403939999017894,65
50,1,0,0,True,0.9063705801963806,0.6001159999868833,83
51,1,0,0,True,0.9975298047065735,0.5623509998713416,37
52,1,0,0,True,0.9927420616149902,0.594690999832892,50
53,1,0,0,True,0.9842618703842163,0.5564610000874382,44
54,1,0,0,True,0.7936732172966003,0.5894419998639933,52
55,1,0,0,True,0.9769256114959717,0.5934270000125252,53
56,1,0,0,True,0.9813967943191528,0.5626019999454002,40
57,2,0,0,True,0.9919044375419617,3.0546660000254633,93
58,1,0,0,True,0.9186328649520874,0.651042999834317,46
59,1,0,0,True,0.8687813878059387,0.5744600000525679,42
60,1,0,0,True,0.9671364426612854,0.5930559998432727,49
61,1,0,0,True,0.9729858636856079,0.5845870000484865,53
